name,caption,sentiment,emotion,desire
"Man working on laptop computer in bed, woman in background.","Man working on laptop computer in bed, woman in background.",negative,sad,romance
Baking Christmas cookies with my family,"Photo of a cute young family baking Christmas cookies during Christmas holidays, all dressed up as Santa, an Elf and Rudolph the Reindeer",positive,happiness,family
Breakup of a couple with bad girl and sad boyfriend,Breakup of a couple with bad girl and sad boyfriend,negative,sad,romance
Aerial view of a woman walking out of the water_Little Exuma_Exuma_Bahamas,Aerial view of a woman walking out of the water_Little Exuma_Exuma_Bahamas,neutral,neutral,none
Texting in the evening,"Close-up of a young Japanese man texting outdoors in the evening, with cityscape at the background and copy space.",positive,happiness,none
Black woman sleeping in bed,Black woman sleeping in bed,neutral,neutral,none
Student learning during isolation period,"Young women at home during pandemic isolation learning, she listening lecture online",neutral,neutral,none
"Woman sits inside an ice cream shop in Nashville, Tennessee","Woman sits inside an ice cream shop in Nashville, Tennessee.",negative,sad,tranquility
Young business colleagues in board,Happy young business colleagues in board room at office,positive,happiness,social-contact
Was so tired,Women fall asleep while watching tv,neutral,neutral,none
Overweight guy napping,"Overweight guy, lying on sofa and napping, with junk food in front of him.",neutral,neutral,none
Envy,Envy,negative,anger,vengeance
Businessman and couple,Businessman and couple,negative,sad,romance
Real angry senior woman portrait,Close up portrait of hispanic mature woman with displeased expression against white background. Vertical shot of real senior woman in studio. Short brown hair and modern glasses. Photography from a DSLR camera. Sharp focus on eyes.,negative,disgust,none
African American woman sleeping soundly in her bed at home,Mature African American woman sound asleep under a duvet in her bed at home in the early morning,neutral,neutral,none
Mom and daughter read fairy tales in the dark under a blanket covering the book with a flashlight.,Mom and daughter read fairy tales in the dark under a blanket covering the book with a flashlight.,positive,happiness,curiosity
Pacific Islander researcher testing samples in jungle,Pacific Islander researcher testing samples in jungle,positive,happiness,curiosity
What is that? Alarmed man looks sideways through closed curtains,"Balding, bearded mature man peeps out sideways from behind closed drapes, grimacing in alarm. He may suspect intruders or perhaps his neighbours are up to something.",negative,fear,curiosity
Depressive man,Young depressed man sitting on floor.,negative,sad,tranquility
"Little girl holding her Father's hand, about to cross a Road","Father and daughter walking along a footpath, in sun, casting shadows on the ground as they come to the edge of the footpath to cross the road. Double yellow lines and tarmac give a sense of a city.",neutral,neutral,family
Make a difference in someone's life by making them smile,Cropped shot of seniors enjoying life in a retirement home,positive,happiness,social-contact
Curious Vintage Business Man Looking Around The Corner,"Curious, sceptic or scared businessman dressed in 70's clothing wearing vintage glasses looking around the corner.",negative,fear,curiosity
Happy friends enjoying at nightclub,Group of happy multi-ethnic friends enjoying on dance floor at nightclub,positive,happiness,social-contact
Wary young woman peers cautiously through her curtains,"Suspicious, anxious young woman looking through a window.",negative,fear,curiosity
Hiker looking sun over horizon,Hike on mountain looking landscape,neutral,neutral,none
Relaxing with a good book in beautiful surroundings,Young woman reading a book while sitting on a chair at the beachhttp://195.154.178.81/DATA/i_collage/pu/shoots/805670.jpg,neutral,neutral,none
Father and son holding hands in park,Father and son holding hands in public park,neutral,neutral,family
"Anther day, another story to be read",Shot of an adorable little boy reading a book while relaxing on the sofa at home,neutral,neutral,none
Love the days when I'm not busy,Shot of a beautiful young woman relaxing in the sofa at home,positive,happiness,none
Exhausted young man with laptop in office,Exhausted young man with laptop in office,negative,sad,none
People in modern office,People having meeting in modern office,positive,happiness,social-contact
Happy senior couple dancing and laughing together at home,"Playful mature husband and wife having fun, celebrating, dancing and laughing together in living room",positive,happiness,romance
Man Pinching Nose,Portrait of a man on a white background. Http://s3.amazonaws.com/drbimages/m/jr.jpg,negative,disgust,none
Smiling young woman in office looking sideways,Smiling young woman in office looking sideways,positive,happiness,none
Tapping into business success,Cropped shot of a mature businessman working on a laptop in an office,neutral,neutral,none
Male and female students study for test together,Mixed race schoolgirl studies for a test with a friend while in the school library. Other students are studying in the background.,positive,happiness,curiosity
Friends celebrating at party on rooftop,Multiracial young men and women on roof raising wineglasses and sparklers. Friends celebrating at reunion party on rooftop.,positive,happiness,social-contact
Woman Against Wall,Woman Against Wall,negative,sad,none
Birthday boy,Father carrying smiling birthday boy on a party,positive,happiness,social-contact
Worried young man reading bad news on smart phone,Worried young man reading bad news on smart phone,negative,sad,none
Angry Snarling Woman,Portrait of a young woman on a white background.http://s3.amazonaws.com/drbimages/m/cyntay.jpg,negative,anger,vengeance
Child walking with his mother over the snow. It is the first time he steps in the snow.,Child walking with his mother over the snow. It is the first time he steps in the snow.,neutral,neutral,family
"Elderly woman smiling, close-up","Elderly woman smiling, close-up",positive,happiness,none
Using mobile phone.,Young Indian woman using mobile phone at the bar,positive,happiness,none
Businessman attacking,Businessman attacking,negative,anger,vengeance
Portrait of a scared man with shaved head wearing rubber gloves against blue background.,Portrait of a scared man with shaved head wearing rubber gloves against blue background.,negative,fear,tranquility
